backup_relative_path,classification,segment_count,squarespace_full_url,og_title,continent_segment,suggested_country_slug,suggested_place_slug,final_continent_slug,final_country_slug,final_place_slug,notes
asia/jordan/madaba.html,continent_place_candidate,3,/asia,Madeba & the Church of the Map — A Tog's Trek,asia,jordan,madaba,,,,
asia/jordan/mount-nebo.html,continent_place_candidate,3,/asia,Mount Nebo — A Tog's Trek,asia,jordan,mount-nebo,,,,
asia/jordan/petra.html,continent_place_candidate,3,/asia,Petra — A Tog's Trek,asia,jordan,petra,,,,
asia/jordan/philadelphia.html,continent_place_candidate,3,/asia,Philadelphia — A Tog's Trek,asia,jordan,philadelphia,,,,
asia/jordan/wadi-rum.html,continent_place_candidate,3,/asia,Wadi Rum — A Tog's Trek,asia,jordan,wadi-rum,,,,
asia/malaysia/borneo.html,continent_place_candidate,3,/asia,Borneo — A Tog's Trek,asia,malaysia,borneo,,,,
asia/malaysia/penang.html,continent_place_candidate,3,/asia,Penang — A Tog's Trek,asia,malaysia,penang,,,,
asia/nepal/bhaktapur.html,continent_place_candidate,3,/asia,Bhaktapur — A Tog's Trek,asia,nepal,bhaktapur,,,,
asia/nepal/chitwan.html,continent_place_candidate,3,/asia,Chitwan — A Tog's Trek,asia,nepal,chitwan,,,,
asia/nepal/kathmandu.html,continent_place_candidate,3,/asia,Kathmandu — A Tog's Trek,asia,nepal,kathmandu,,,,
